[H]c1nc2c([H])c(N([H])c3c([H])nc([H])c([H])c3S(=O)(=O)C([H])([H])[H])c([H])c(-c3c([H])c([H])c4sc(N([H])[H])c([H])c4c3[H])c2nc1[H],[H]c1nc2c([H])c(N([H])c3c([H])nc([H])c([H])c3C#N)c([H])c(-c3c([H])c([H])c4c([H])c([H])n(C([H])([H])[H])c4c3[H])c2nc1[H]
[H]c1nc2c([H])c(N([H])c3c([H])nc([H])c([H])c3S(=O)(=O)C([H])([H])[H])c([H])c(-c3c([H])c([H])c4sc(N([H])[H])c([H])c4c3[H])c2nc1[H],[H]c1nc2c([H])c(N([H])c3c([H])nc([H])c([H])c3S(=O)(=O)C([H])([H])[H])c([H])c(-c3c([H])c([H])c4c([H])c([H])n(C([H])([H])C([H])([H])C([H])([H])[H])c4c3[H])c2nc1[H]
[H]c1nc2c([H])c(N([H])c3c([H])nc([H])c([H])c3S(=O)(=O)C([H])([H])[H])c([H])c(-c3c([H])c([H])c4sc(N([H])[H])c([H])c4c3[H])c2nc1[H],[H]c1nc2c([H])c(N([H])c3c([H])nc([H])c([H])c3S(=O)(=O)C([H])([H])[H])c([H])c(-c3c([H])c([H])c(Br)c([H])c3[H])c2nc1[H]
[H]c1nc2c([H])c(N([H])c3c([H])nc([H])c([H])c3S(=O)(=O)C([H])([H])[H])c([H])c(-c3c([H])c([H])c4sc(N([H])[H])c([H])c4c3[H])c2nc1[H],[H]c1nc2c([H])c(N([H])c3c([H])nc([H])c([H])c3S(=O)(=O)C([H])([H])[H])c([H])c(-c3c([H])c([H])c4c([H])c([H])n(C([H])([H])[H])c4c3[H])c2nc1[H]
[H]c1nc2c([H])c(N([H])c3c([H])nc([H])c([H])c3S(=O)(=O)C([H])([H])[H])c([H])c(-c3c([H])c([H])c4sc(N([H])[H])c([H])c4c3[H])c2nc1[H],[H]c1nc2c([H])c(N([H])c3c(OC([H])([H])[H])nc([H])c([H])c3[H])c([H])c(-c3c([H])c([H])c4c([H])c([H])n(C([H])([H])[H])c4c3[H])c2nc1[H]
[H]c1nc2c([H])c(N([H])c3c([H])nc([H])c([H])c3S(=O)(=O)C([H])([H])[H])c([H])c(-c3c([H])c([H])c4sc(N([H])[H])c([H])c4c3[H])c2nc1[H],[H]c1nc2c([H])c(N([H])c3c([H])nc([H])c([H])c3S(=O)(=O)C([H])([H])[H])c([H])c(-c3c([H])c(C([H])([H])[H])c4c([H])c([H])n(C([H])([H])[H])c4c3[H])c2nc1[H]
[H]c1nc2c([H])c(N([H])c3c([H])nc([H])c([H])c3S(=O)(=O)C([H])([H])[H])c([H])c(-c3c([H])c([H])c4sc(N([H])[H])c([H])c4c3[H])c2nc1[H],[H]c1nc2c([H])c(N([H])c3c([H])nc([H])c([H])c3S(=O)(=O)C([H])([H])[H])c([H])c(-c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c2nc1[H]
[H]c1nc2c([H])c(N([H])c3c([H])nc([H])c([H])c3S(=O)(=O)C([H])([H])[H])c([H])c(-c3c([H])c([H])c4sc(N([H])[H])c([H])c4c3[H])c2nc1[H],[H]c1nc2c([H])c(N([H])c3c([H])c([H])c([H])c([H])c3C#N)c([H])c(-c3c([H])c([H])c4c([H])c([H])n(C([H])([H])[H])c4c3[H])c2nc1[H]
[H]c1nc2c([H])c(N([H])c3c([H])nc([H])c([H])c3S(=O)(=O)C([H])([H])[H])c([H])c(-c3c([H])c([H])c4sc(N([H])[H])c([H])c4c3[H])c2nc1[H],[H]c1nc2c([H])c(N([H])c3c([H])nc([H])c([H])c3S(=O)(=O)C([H])([H])[H])c([H])c(-c3c([H])c([H])c4nonc4c3[H])c2nc1[H]
[H]c1nc2c([H])c(N([H])c3c([H])nc([H])c([H])c3S(=O)(=O)C([H])([H])[H])c([H])c(-c3c([H])c([H])c4sc(N([H])[H])c([H])c4c3[H])c2nc1[H],[H]c1nc2c([H])c(N([H])c3c([H])nc([H])c([H])c3S(=O)(=O)C([H])([H])[H])c([H])c(-c3c([H])c([H])c([H])c(OC(F)(F)F)c3[H])c2nc1[H]
[H]c1nc2c([H])c(N([H])c3c([H])nc([H])c([H])c3S(=O)(=O)C([H])([H])[H])c([H])c(-c3c([H])c([H])c4sc(N([H])[H])c([H])c4c3[H])c2nc1[H],[H]c1nc2c([H])c(N([H])c3c([H])nc([H])c([H])c3S(=O)(=O)C([H])([H])[H])c([H])c(-c3c([H])c([H])c4c([H])c([H])n(C([H])(C([H])([H])[H])C([H])([H])[H])c4c3[H])c2nc1[H]
